"Title","PCName","ExecutionCode","Message","ProcessID","ThreadID","MessageTime","MessageTimeForUsers"
agent,DAVIDECASTELLAN,1615139636,Running: agent.py,14844,21336,1615139636.374052,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,Start,14844,21336,1615139636.372057,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialize files,14844,21336,1615139636.375049,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,Opened all files,14844,21336,1615139636.373054,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialized csv_unchecked2,14844,21336,1615139636.376048,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialize osversion file,14844,21336,1615139636.431258,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialize netinfo file,14844,21336,1615139636.461165,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialized osversion file,14844,21336,1615139636.460169,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialized netinfo file,14844,21336,1615139636.490073,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialize eventsview file,14844,21336,1615139636.491071,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialized eventsview file,14844,21336,1615139636.527936,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialize product file,14844,21336,1615139636.528872,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Inizialized product file,14844,21336,1615139636.559155,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139636,- Run core,14844,21336,1615139636.560127,Sun Mar  7 18:53:56 2021
agent,DAVIDECASTELLAN,1615139645,Start,2056,17260,1615139645.395805,Sun Mar  7 18:54:05 2021
agent,DAVIDECASTELLAN,1615139645,Running: agent.py,2056,17260,1615139645.397833,Sun Mar  7 18:54:05 2021
agent,DAVIDECASTELLAN,1615139645,Opened all files,2056,17260,1615139645.396803,Sun Mar  7 18:54:05 2021
agent,DAVIDECASTELLAN,1615139645,- Inizialize files,2056,17260,1615139645.398797,Sun Mar  7 18:54:05 2021
agent,DAVIDECASTELLAN,1615139645,- Inizialize osversion file,2056,17260,1615139645.45071,Sun Mar  7 18:54:05 2021
agent,DAVIDECASTELLAN,1615139645,- Inizialized csv_unchecked2,2056,17260,1615139645.449765,Sun Mar  7 18:54:05 2021
agent,DAVIDECASTELLAN,1615139645,- Inizialized osversion file,2056,17260,1615139645.477132,Sun Mar  7 18:54:05 2021
agent,DAVIDECASTELLAN,1615139645,- Run core,2056,17260,1615139645.478128,Sun Mar  7 18:54:05 2021
agent,DAVIDECASTELLAN,1615139645," - My PC, debug option",2056,17260,1615139649.841419,Sun Mar  7 18:54:09 2021
agent,DAVIDECASTELLAN,1615139645,  - Istructions: Win32_OperatingSystem,2056,17260,1615139649.843422,Sun Mar  7 18:54:09 2021
agent,DAVIDECASTELLAN,1615139645,Unchecked PC updated,2056,17260,1615139649.994299,Sun Mar  7 18:54:09 2021
agent,DAVIDECASTELLAN,1615139645,Total time: 0:00:04.620298,2056,17260,1615139650.010119,Sun Mar  7 18:54:10 2021
agent,DAVIDECASTELLAN,1615139645,End time,2056,17260,1615139650.009122,Sun Mar  7 18:54:10 2021
agent,DAVIDECASTELLAN,1615139930,Start,7888,19068,1615139930.98813,Sun Mar  7 18:58:50 2021
agent,DAVIDECASTELLAN,1615139930,Opened all files,7888,19068,1615139930.98813,Sun Mar  7 18:58:50 2021
agent,DAVIDECASTELLAN,1615139930,- Inizialize files,7888,19068,1615139930.996149,Sun Mar  7 18:58:50 2021
agent,DAVIDECASTELLAN,1615139930,Running: agent.py,7888,19068,1615139930.98813,Sun Mar  7 18:58:50 2021
agent,DAVIDECASTELLAN,1615139930,- Inizialized csv_unchecked2,7888,19068,1615139931.037907,Sun Mar  7 18:58:51 2021
agent,DAVIDECASTELLAN,1615139930,- Inizialize osversion file,7888,19068,1615139931.056958,Sun Mar  7 18:58:51 2021
agent,DAVIDECASTELLAN,1615139930,- Inizialized osversion file,7888,19068,1615139931.087907,Sun Mar  7 18:58:51 2021
agent,DAVIDECASTELLAN,1615139930,- Run core,7888,19068,1615139931.087907,Sun Mar  7 18:58:51 2021
agent,DAVIDECASTELLAN,1615139930,  - Istructions: Win32_OperatingSystem,7888,19068,1615139935.537546,Sun Mar  7 18:58:55 2021
agent,DAVIDECASTELLAN,1615139930," - My PC, debug option",7888,19068,1615139935.52692,Sun Mar  7 18:58:55 2021
agent,DAVIDECASTELLAN,1615139930,Unchecked PC updated,7888,19068,1615139935.691422,Sun Mar  7 18:58:55 2021
agent,DAVIDECASTELLAN,1615139930,End time,7888,19068,1615139935.706405,Sun Mar  7 18:58:55 2021
agent,DAVIDECASTELLAN,1615139930,Total time: 0:00:04.728774,7888,19068,1615139935.717918,Sun Mar  7 18:58:55 2021
agent,DAVIDECASTELLAN,1615140163,Start,10312,8772,1615140163.684015,Sun Mar  7 19:02:43 2021
agent,DAVIDECASTELLAN,1615140163,Opened all files,10312,8772,1615140163.686053,Sun Mar  7 19:02:43 2021
