"message,"date-time","tick"
"Converted array into csv","2021-01-26 16:51:42.072760","1611676302.07276"
"Converted array into csv","2021-01-26 16:51:42.072760","1611676302.07276"
"Converted array into csv","2021-01-26 16:51:42.072760","1611676302.07276"
"Writed outputs","2021-01-26 16:51:42.072760","1611676302.07276"
"End","2021-01-26 16:51:42.072760","1611676302.07276"
"Start","2021-01-26 16:52:33.929305","1611676353.929305"
"Log inizialized","2021-01-26 16:52:33.929305","1611676353.929305"
"Readed configuration file","2021-01-26 16:52:33.929305","1611676353.929305"
"Converted csv into array","2021-01-26 16:52:33.929305","1611676353.929305"
"Converted csv into array","2021-01-26 16:52:33.929305","1611676353.929305"
"Readed input(s) file","2021-01-26 16:52:33.929305","1611676353.929305"
"Converted csv into array","2021-01-26 16:52:33.929305","1611676353.929305"
"Load users IDs","2021-01-26 16:52:33.929305","1611676353.929305"
"Getted all position where delete","2021-01-26 16:52:33.929305","1611676353.929305"
"Secret header elaborated","2021-01-26 16:52:33.929305","1611676353.929305"
"Secret body elaborated","2021-01-26 16:52:33.929305","1611676353.929305"
