"message,"date-time","tick"
"Start","2021-01-25 09:07:41.941570","1611562061.94157"
"Log inizialized","2021-01-25 09:07:41.941570","1611562061.94157"
"Readed configuration file","2021-01-25 09:07:41.941570","1611562061.94157"
"Readed input file","2021-01-25 09:07:41.941570","1611562061.94157"
"Getted all position where delete","2021-01-25 09:07:41.941570","1611562061.94157"
"Secret header elaborated","2021-01-25 09:07:41.941570","1611562061.94157"
"Secret body elaborated","2021-01-25 09:07:41.941570","1611562061.94157"
"Secret elaborated","2021-01-25 09:07:41.941570","1611562061.94157"
"Converted array into csv","2021-01-25 09:07:41.941570","1611562061.94157"
"Converted array into csv","2021-01-25 09:07:41.941570","1611562061.94157"
"Converted array into csv","2021-01-25 09:07:41.941570","1611562061.94157"
"Converted array into csv","2021-01-25 09:07:41.941570","1611562061.94157"
"Writed outputs","2021-01-25 09:07:41.941570","1611562061.94157"
"End","2021-01-25 09:07:41.941570","1611562061.94157"
"Start","2021-01-25 09:07:51.350228","1611562071.350228"
"Log inizialized","2021-01-25 09:07:51.350228","1611562071.350228"
"Readed configuration file","2021-01-25 09:07:51.350228","1611562071.350228"
"Readed input file","2021-01-25 09:07:51.350228","1611562071.350228"
"Getted all position where delete","2021-01-25 09:07:51.350228","1611562071.350228"
"Secret header elaborated","2021-01-25 09:07:51.350228","1611562071.350228"
"Secret body elaborated","2021-01-25 09:07:51.350228","1611562071.350228"
"Secret elaborated","2021-01-25 09:07:51.350228","1611562071.350228"
"Converted array into csv","2021-01-25 09:07:51.350228","1611562071.350228"
"Converted array into csv","2021-01-25 09:07:51.350228","1611562071.350228"
"Converted array into csv","2021-01-25 09:07:51.350228","1611562071.350228"
"Converted array into csv","2021-01-25 09:07:51.350228","1611562071.350228"
"Writed outputs","2021-01-25 09:07:51.350228","1611562071.350228"
"End","2021-01-25 09:07:51.350228","1611562071.350228"
"Start","2021-01-25 09:15:13.815714","1611562513.815714"
"Log inizialized","2021-01-25 09:15:13.815714","1611562513.815714"
"Readed configuration file","2021-01-25 09:15:13.815714","1611562513.815714"
"Start","2021-01-25 09:15:45.406867","1611562545.406867"
"Log inizialized","2021-01-25 09:15:45.406867","1611562545.406867"
"Readed configuration file","2021-01-25 09:15:45.406867","1611562545.406867"
"Converted csv into array","2021-01-25 09:15:45.406867","1611562545.406867"
"Readed input file","2021-01-25 09:15:45.406867","1611562545.406867"
"Getted all position where delete","2021-01-25 09:15:45.406867","1611562545.406867"
"Secret header elaborated","2021-01-25 09:15:45.406867","1611562545.406867"
"Start","2021-01-25 09:16:02.653734","1611562562.653734"
"Log inizialized","2021-01-25 09:16:02.653734","1611562562.653734"
"Readed configuration file","2021-01-25 09:16:02.653734","1611562562.653734"
"Converted csv into array","2021-01-25 09:16:02.653734","1611562562.653734"
"Readed input file","2021-01-25 09:16:02.653734","1611562562.653734"
"Getted all position where delete","2021-01-25 09:16:02.653734","1611562562.653734"
"Secret header elaborated","2021-01-25 09:16:02.653734","1611562562.653734"
"Secret body elaborated","2021-01-25 09:16:02.653734","1611562562.653734"
"Secret elaborated","2021-01-25 09:16:02.653734","1611562562.653734"
"Converted array into csv","2021-01-25 09:16:02.653734","1611562562.653734"
"Converted array into csv","2021-01-25 09:16:02.653734","1611562562.653734"
"Converted array into csv","2021-01-25 09:16:02.653734","1611562562.653734"
"Converted array into csv","2021-01-25 09:16:02.653734","1611562562.653734"
"Writed outputs","2021-01-25 09:16:02.653734","1611562562.653734"
"End","2021-01-25 09:16:02.653734","1611562562.653734"
"Start","2021-01-25 09:17:18.113561","1611562638.113561"
"Log inizialized","2021-01-25 09:17:18.113561","1611562638.113561"
"Readed configuration file","2021-01-25 09:17:18.113561","1611562638.113561"
"Converted csv into array","2021-01-25 09:17:18.113561","1611562638.113561"
"Readed input file","2021-01-25 09:17:18.113561","1611562638.113561"
"Getted all position where delete","2021-01-25 09:17:18.113561","1611562638.113561"
"Secret header elaborated","2021-01-25 09:17:18.113561","1611562638.113561"
"Secret body elaborated","2021-01-25 09:17:18.113561","1611562638.113561"
"Secret elaborated","2021-01-25 09:17:18.113561","1611562638.113561"
"Converted array into csv","2021-01-25 09:17:18.113561","1611562638.113561"
"Converted array into csv","2021-01-25 09:17:18.113561","1611562638.113561"
"Converted array into csv","2021-01-25 09:17:18.113561","1611562638.113561"
"Converted array into csv","2021-01-25 09:17:18.113561","1611562638.113561"
"Writed outputs","2021-01-25 09:17:18.113561","1611562638.113561"
"End","2021-01-25 09:17:18.113561","1611562638.113561"
"Start","2021-01-25 09:45:26.656767","1611564326.657764"
"Log inizialized","2021-01-25 09:45:26.656767","1611564326.657764"
"Readed configuration file","2021-01-25 09:45:26.656767","1611564326.657764"
"Converted csv into array","2021-01-25 09:45:26.656767","1611564326.657764"
"Readed input file","2021-01-25 09:45:26.656767","1611564326.657764"
"Getted all position where delete","2021-01-25 09:45:26.656767","1611564326.657764"
"Secret header elaborated","2021-01-25 09:45:26.656767","1611564326.657764"
"Secret body elaborated","2021-01-25 09:45:26.656767","1611564326.657764"
"Secret elaborated","2021-01-25 09:45:26.656767","1611564326.657764"
"Converted array into csv","2021-01-25 09:45:26.656767","1611564326.657764"
"Converted array into csv","2021-01-25 09:45:26.656767","1611564326.657764"
"Converted array into csv","2021-01-25 09:45:26.656767","1611564326.657764"
"Converted array into csv","2021-01-25 09:45:26.656767","1611564326.657764"
"Writed outputs","2021-01-25 09:45:26.656767","1611564326.657764"
"End","2021-01-25 09:45:26.656767","1611564326.657764"
"Start","2021-01-25 09:48:16.588567","1611564496.588567"
"Log inizialized","2021-01-25 09:48:16.588567","1611564496.588567"
"Readed configuration file","2021-01-25 09:48:16.588567","1611564496.588567"
"Start","2021-01-25 09:49:33.181458","1611564573.181458"
"Log inizialized","2021-01-25 09:49:33.181458","1611564573.181458"
"Readed configuration file","2021-01-25 09:49:33.181458","1611564573.181458"
"Start","2021-01-25 09:49:59.837853","1611564599.837853"
"Log inizialized","2021-01-25 09:49:59.837853","1611564599.837853"
"Readed configuration file","2021-01-25 09:49:59.837853","1611564599.837853"
"Converted csv into array","2021-01-25 09:49:59.837853","1611564599.837853"
"Readed input file","2021-01-25 09:49:59.837853","1611564599.837853"
"Getted all position where delete","2021-01-25 09:49:59.837853","1611564599.837853"
"Secret header elaborated","2021-01-25 09:49:59.837853","1611564599.837853"
"Start","2021-01-25 09:50:20.255498","1611564620.256566"
"Log inizialized","2021-01-25 09:50:20.255498","1611564620.256566"
"Readed configuration file","2021-01-25 09:50:20.255498","1611564620.256566"
"Converted csv into array","2021-01-25 09:50:20.255498","1611564620.256566"
"Readed input file","2021-01-25 09:50:20.255498","1611564620.256566"
"Getted all position where delete","2021-01-25 09:50:20.255498","1611564620.256566"
"Secret header elaborated","2021-01-25 09:50:20.255498","1611564620.256566"
"Secret body elaborated","2021-01-25 09:50:20.255498","1611564620.256566"
"Secret elaborated","2021-01-25 09:50:20.255498","1611564620.256566"
"Converted array into csv","2021-01-25 09:50:20.255498","1611564620.256566"
"Converted array into csv","2021-01-25 09:50:20.255498","1611564620.256566"
"Converted array into csv","2021-01-25 09:50:20.255498","1611564620.256566"
"Converted array into csv","2021-01-25 09:50:20.255498","1611564620.256566"
"Writed outputs","2021-01-25 09:50:20.255498","1611564620.256566"
"End","2021-01-25 09:50:20.255498","1611564620.256566"
"Start","2021-01-25 09:51:15.090101","1611564675.090101"
"Log inizialized","2021-01-25 09:51:15.090101","1611564675.090101"
"Readed configuration file","2021-01-25 09:51:15.090101","1611564675.090101"
"Start","2021-01-25 09:51:23.175851","1611564683.175851"
"Log inizialized","2021-01-25 09:51:23.175851","1611564683.175851"
"Readed configuration file","2021-01-25 09:51:23.175851","1611564683.175851"
"Converted csv into array","2021-01-25 09:51:23.175851","1611564683.175851"
"Readed input file","2021-01-25 09:51:23.175851","1611564683.175851"
"Getted all position where delete","2021-01-25 09:51:23.175851","1611564683.175851"
"Secret header elaborated","2021-01-25 09:51:23.175851","1611564683.175851"
"Secret body elaborated","2021-01-25 09:51:23.175851","1611564683.175851"
"Secret elaborated","2021-01-25 09:51:23.175851","1611564683.175851"
"Converted array into csv","2021-01-25 09:51:23.175851","1611564683.175851"
"Converted array into csv","2021-01-25 09:51:23.175851","1611564683.175851"
"Converted array into csv","2021-01-25 09:51:23.175851","1611564683.175851"
"Converted array into csv","2021-01-25 09:51:23.175851","1611564683.175851"
"Writed outputs","2021-01-25 09:51:23.175851","1611564683.175851"
"End","2021-01-25 09:51:23.175851","1611564683.175851"
"Start","2021-01-25 09:51:28.621441","1611564688.621441"
"Log inizialized","2021-01-25 09:51:28.621441","1611564688.621441"
"Readed configuration file","2021-01-25 09:51:28.621441","1611564688.621441"
"Converted csv into array","2021-01-25 09:51:28.621441","1611564688.621441"
"Readed input file","2021-01-25 09:51:28.621441","1611564688.621441"
"Getted all position where delete","2021-01-25 09:51:28.621441","1611564688.621441"
"Secret header elaborated","2021-01-25 09:51:28.621441","1611564688.621441"
"Secret body elaborated","2021-01-25 09:51:28.621441","1611564688.621441"
"Secret elaborated","2021-01-25 09:51:28.621441","1611564688.621441"
"Converted array into csv","2021-01-25 09:51:28.621441","1611564688.621441"
"Converted array into csv","2021-01-25 09:51:28.621441","1611564688.621441"
"Converted array into csv","2021-01-25 09:51:28.621441","1611564688.621441"
"Converted array into csv","2021-01-25 09:51:28.621441","1611564688.621441"
"Writed outputs","2021-01-25 09:51:28.621441","1611564688.621441"
"End","2021-01-25 09:51:28.621441","1611564688.621441"
"Start","2021-01-25 09:51:41.946189","1611564701.946189"
"Log inizialized","2021-01-25 09:51:41.946189","1611564701.946189"
"Readed configuration file","2021-01-25 09:51:41.946189","1611564701.946189"
"Converted csv into array","2021-01-25 09:51:41.946189","1611564701.946189"
"Readed input file","2021-01-25 09:51:41.946189","1611564701.946189"
"Getted all position where delete","2021-01-25 09:51:41.946189","1611564701.946189"
"Secret header elaborated","2021-01-25 09:51:41.946189","1611564701.946189"
"Secret body elaborated","2021-01-25 09:51:41.946189","1611564701.946189"
"Secret elaborated","2021-01-25 09:51:41.946189","1611564701.946189"
"Converted array into csv","2021-01-25 09:51:41.946189","1611564701.946189"
"Converted array into csv","2021-01-25 09:51:41.946189","1611564701.946189"
"Converted array into csv","2021-01-25 09:51:41.946189","1611564701.946189"
"Converted array into csv","2021-01-25 09:51:41.946189","1611564701.946189"
"Writed outputs","2021-01-25 09:51:41.946189","1611564701.946189"
"End","2021-01-25 09:51:41.946189","1611564701.946189"
"Start","2021-01-25 10:31:09.127613","1611567069.127613"
"Log inizialized","2021-01-25 10:31:09.127613","1611567069.127613"
"Readed configuration file","2021-01-25 10:31:09.127613","1611567069.127613"
"Converted csv into array","2021-01-25 10:31:09.127613","1611567069.127613"
"Readed input file","2021-01-25 10:31:09.127613","1611567069.127613"
"Getted all position where delete","2021-01-25 10:31:09.127613","1611567069.127613"
"Secret header elaborated","2021-01-25 10:31:09.127613","1611567069.127613"
"Secret body elaborated","2021-01-25 10:31:09.127613","1611567069.127613"
"Secret elaborated","2021-01-25 10:31:09.127613","1611567069.127613"
"Converted array into csv","2021-01-25 10:31:09.127613","1611567069.127613"
"Converted array into csv","2021-01-25 10:31:09.127613","1611567069.127613"
"Converted array into csv","2021-01-25 10:31:09.127613","1611567069.127613"
"Converted array into csv","2021-01-25 10:31:09.127613","1611567069.127613"
"Writed outputs","2021-01-25 10:31:09.127613","1611567069.127613"
"End","2021-01-25 10:31:09.127613","1611567069.127613"
"Start","2021-01-25 10:32:40.332639","1611567160.332639"
"Log inizialized","2021-01-25 10:32:40.332639","1611567160.332639"
"Readed configuration file","2021-01-25 10:32:40.332639","1611567160.332639"
"Converted csv into array","2021-01-25 10:32:40.332639","1611567160.332639"
"Readed input file","2021-01-25 10:32:40.332639","1611567160.332639"
"Getted all position where delete","2021-01-25 10:32:40.332639","1611567160.332639"
"Secret header elaborated","2021-01-25 10:32:40.332639","1611567160.332639"
"Secret body elaborated","2021-01-25 10:32:40.332639","1611567160.332639"
"Secret elaborated","2021-01-25 10:32:40.332639","1611567160.332639"
"Converted array into csv","2021-01-25 10:32:40.332639","1611567160.332639"
"Converted array into csv","2021-01-25 10:32:40.332639","1611567160.332639"
"Converted array into csv","2021-01-25 10:32:40.332639","1611567160.332639"
"Converted array into csv","2021-01-25 10:32:40.332639","1611567160.332639"
"Writed outputs","2021-01-25 10:32:40.332639","1611567160.332639"
"End","2021-01-25 10:32:40.332639","1611567160.332639"
"Start","2021-01-25 10:32:55.214124","1611567175.214124"
"Log inizialized","2021-01-25 10:32:55.214124","1611567175.214124"
"Readed configuration file","2021-01-25 10:32:55.214124","1611567175.214124"
"Converted csv into array","2021-01-25 10:32:55.214124","1611567175.214124"
"Readed input file","2021-01-25 10:32:55.214124","1611567175.214124"
"Getted all position where delete","2021-01-25 10:32:55.214124","1611567175.214124"
"Secret header elaborated","2021-01-25 10:32:55.214124","1611567175.214124"
"Start","2021-01-25 10:33:08.564696","1611567188.564696"
"Log inizialized","2021-01-25 10:33:08.564696","1611567188.564696"
"Readed configuration file","2021-01-25 10:33:08.564696","1611567188.564696"
"Converted csv into array","2021-01-25 10:33:08.564696","1611567188.564696"
"Readed input file","2021-01-25 10:33:08.564696","1611567188.564696"
"Getted all position where delete","2021-01-25 10:33:08.564696","1611567188.564696"
"Secret header elaborated","2021-01-25 10:33:08.564696","1611567188.564696"
"Secret body elaborated","2021-01-25 10:33:08.564696","1611567188.564696"
"Secret elaborated","2021-01-25 10:33:08.564696","1611567188.564696"
"Converted array into csv","2021-01-25 10:33:08.564696","1611567188.564696"
"Converted array into csv","2021-01-25 10:33:08.564696","1611567188.564696"
"Converted array into csv","2021-01-25 10:33:08.564696","1611567188.564696"
"Converted array into csv","2021-01-25 10:33:08.564696","1611567188.564696"
"Writed outputs","2021-01-25 10:33:08.564696","1611567188.564696"
"End","2021-01-25 10:33:08.564696","1611567188.564696"
"Start","2021-01-25 10:33:25.732741","1611567205.732741"
"Log inizialized","2021-01-25 10:33:25.732741","1611567205.732741"
"Readed configuration file","2021-01-25 10:33:25.732741","1611567205.732741"
"Converted csv into array","2021-01-25 10:33:25.732741","1611567205.732741"
"Readed input file","2021-01-25 10:33:25.732741","1611567205.732741"
"Getted all position where delete","2021-01-25 10:33:25.732741","1611567205.732741"
"Start","2021-01-25 10:34:00.158512","1611567240.158512"
"Log inizialized","2021-01-25 10:34:00.158512","1611567240.158512"
"Readed configuration file","2021-01-25 10:34:00.158512","1611567240.158512"
"Converted csv into array","2021-01-25 10:34:00.158512","1611567240.158512"
"Readed input file","2021-01-25 10:34:00.158512","1611567240.158512"
"Getted all position where delete","2021-01-25 10:34:00.158512","1611567240.158512"
"Start","2021-01-25 10:34:45.631934","1611567285.631934"
"Log inizialized","2021-01-25 10:34:45.631934","1611567285.631934"
"Readed configuration file","2021-01-25 10:34:45.631934","1611567285.631934"
"Converted csv into array","2021-01-25 10:34:45.631934","1611567285.631934"
"Readed input file","2021-01-25 10:34:45.631934","1611567285.631934"
"Getted all position where delete","2021-01-25 10:34:45.631934","1611567285.631934"
"Start","2021-01-25 10:35:03.100037","1611567303.100037"
"Log inizialized","2021-01-25 10:35:03.100037","1611567303.100037"
"Readed configuration file","2021-01-25 10:35:03.100037","1611567303.100037"
"Converted csv into array","2021-01-25 10:35:03.100037","1611567303.100037"
"Readed input file","2021-01-25 10:35:03.100037","1611567303.100037"
"Getted all position where delete","2021-01-25 10:35:03.100037","1611567303.100037"
"Start","2021-01-25 10:35:22.843059","1611567322.843059"
"Log inizialized","2021-01-25 10:35:22.843059","1611567322.843059"
"Readed configuration file","2021-01-25 10:35:22.843059","1611567322.843059"
"Converted csv into array","2021-01-25 10:35:22.843059","1611567322.843059"
"Readed input file","2021-01-25 10:35:22.843059","1611567322.843059"
"Getted all position where delete","2021-01-25 10:35:22.843059","1611567322.843059"
"Start","2021-01-25 10:35:51.671429","1611567351.671429"
"Log inizialized","2021-01-25 10:35:51.671429","1611567351.671429"
"Readed configuration file","2021-01-25 10:35:51.671429","1611567351.671429"
"Converted csv into array","2021-01-25 10:35:51.671429","1611567351.671429"
"Readed input file","2021-01-25 10:35:51.671429","1611567351.671429"
"Getted all position where delete","2021-01-25 10:35:51.671429","1611567351.671429"
"Start","2021-01-25 10:36:02.200951","1611567362.200951"
"Log inizialized","2021-01-25 10:36:02.200951","1611567362.200951"
"Readed configuration file","2021-01-25 10:36:02.200951","1611567362.200951"
"Converted csv into array","2021-01-25 10:36:02.200951","1611567362.200951"
"Readed input file","2021-01-25 10:36:02.200951","1611567362.200951"
"Getted all position where delete","2021-01-25 10:36:02.200951","1611567362.200951"
"Start","2021-01-25 10:36:47.073256","1611567407.073256"
"Log inizialized","2021-01-25 10:36:47.073256","1611567407.073256"
"Readed configuration file","2021-01-25 10:36:47.073256","1611567407.073256"
"Converted csv into array","2021-01-25 10:36:47.073256","1611567407.073256"
"Converted csv into array","2021-01-25 10:36:47.073256","1611567407.073256"
"Readed input file","2021-01-25 10:36:47.073256","1611567407.073256"
"Getted all position where delete","2021-01-25 10:36:47.073256","1611567407.073256"
"Secret header elaborated","2021-01-25 10:36:47.073256","1611567407.073256"
"Secret body elaborated","2021-01-25 10:36:47.073256","1611567407.073256"
"Secret elaborated","2021-01-25 10:36:47.073256","1611567407.073256"
"Converted array into csv","2021-01-25 10:36:47.073256","1611567407.073256"
"Converted array into csv","2021-01-25 10:36:47.073256","1611567407.073256"
"Converted array into csv","2021-01-25 10:36:47.073256","1611567407.073256"
"Converted array into csv","2021-01-25 10:36:47.073256","1611567407.073256"
"Writed outputs","2021-01-25 10:36:47.073256","1611567407.073256"
"End","2021-01-25 10:36:47.073256","1611567407.073256"
"Start","2021-01-25 10:37:13.253194","1611567433.253194"
"Log inizialized","2021-01-25 10:37:13.253194","1611567433.253194"
"Readed configuration file","2021-01-25 10:37:13.253194","1611567433.253194"
"Converted csv into array","2021-01-25 10:37:13.253194","1611567433.253194"
"Converted csv into array","2021-01-25 10:37:13.253194","1611567433.253194"
"Readed input file","2021-01-25 10:37:13.253194","1611567433.253194"
"Getted all position where delete","2021-01-25 10:37:13.253194","1611567433.253194"
"Secret header elaborated","2021-01-25 10:37:13.253194","1611567433.253194"
"Secret body elaborated","2021-01-25 10:37:13.253194","1611567433.253194"
"Secret elaborated","2021-01-25 10:37:13.253194","1611567433.253194"
"Converted array into csv","2021-01-25 10:37:13.253194","1611567433.253194"
"Converted array into csv","2021-01-25 10:37:13.253194","1611567433.253194"
"Converted array into csv","2021-01-25 10:37:13.253194","1611567433.253194"
"Converted array into csv","2021-01-25 10:37:13.253194","1611567433.253194"
"Writed outputs","2021-01-25 10:37:13.253194","1611567433.253194"
"End","2021-01-25 10:37:13.253194","1611567433.253194"
"Start","2021-01-25 10:37:29.554492","1611567449.554492"
"Log inizialized","2021-01-25 10:37:29.554492","1611567449.554492"
"Readed configuration file","2021-01-25 10:37:29.554492","1611567449.554492"
"Converted csv into array","2021-01-25 10:37:29.554492","1611567449.554492"
"Converted csv into array","2021-01-25 10:37:29.554492","1611567449.554492"
"Readed input file","2021-01-25 10:37:29.554492","1611567449.554492"
"Getted all position where delete","2021-01-25 10:37:29.554492","1611567449.554492"
"Secret header elaborated","2021-01-25 10:37:29.554492","1611567449.554492"
"Secret body elaborated","2021-01-25 10:37:29.554492","1611567449.554492"
"Secret elaborated","2021-01-25 10:37:29.554492","1611567449.554492"
"Converted array into csv","2021-01-25 10:37:29.554492","1611567449.554492"
"Converted array into csv","2021-01-25 10:37:29.554492","1611567449.554492"
"Converted array into csv","2021-01-25 10:37:29.554492","1611567449.554492"
"Converted array into csv","2021-01-25 10:37:29.554492","1611567449.554492"
"Writed outputs","2021-01-25 10:37:29.554492","1611567449.554492"
"End","2021-01-25 10:37:29.554492","1611567449.554492"
"Start","2021-01-25 10:37:44.034612","1611567464.034612"
"Log inizialized","2021-01-25 10:37:44.034612","1611567464.034612"
"Readed configuration file","2021-01-25 10:37:44.034612","1611567464.034612"
"Converted csv into array","2021-01-25 10:37:44.034612","1611567464.034612"
"Converted csv into array","2021-01-25 10:37:44.034612","1611567464.034612"
"Readed input file","2021-01-25 10:37:44.034612","1611567464.034612"
"Getted all position where delete","2021-01-25 10:37:44.034612","1611567464.034612"
"Secret header elaborated","2021-01-25 10:37:44.034612","1611567464.034612"
"Secret body elaborated","2021-01-25 10:37:44.034612","1611567464.034612"
"Secret elaborated","2021-01-25 10:37:44.034612","1611567464.034612"
"Converted array into csv","2021-01-25 10:37:44.034612","1611567464.034612"
"Converted array into csv","2021-01-25 10:37:44.034612","1611567464.034612"
"Converted array into csv","2021-01-25 10:37:44.034612","1611567464.034612"
"Converted array into csv","2021-01-25 10:37:44.034612","1611567464.034612"
"Writed outputs","2021-01-25 10:37:44.034612","1611567464.034612"
"End","2021-01-25 10:37:44.034612","1611567464.034612"
"Start","2021-01-25 10:38:36.687086","1611567516.687086"
"Log inizialized","2021-01-25 10:38:36.687086","1611567516.687086"
"Readed configuration file","2021-01-25 10:38:36.687086","1611567516.687086"
"Converted csv into array","2021-01-25 10:38:36.687086","1611567516.687086"
"Converted csv into array","2021-01-25 10:38:36.687086","1611567516.687086"
"Readed input file","2021-01-25 10:38:36.687086","1611567516.687086"
"Getted all position where delete","2021-01-25 10:38:36.687086","1611567516.687086"
"Secret header elaborated","2021-01-25 10:38:36.687086","1611567516.687086"
"Secret body elaborated","2021-01-25 10:38:36.687086","1611567516.687086"
"Secret elaborated","2021-01-25 10:38:36.687086","1611567516.687086"
"Converted array into csv","2021-01-25 10:38:36.687086","1611567516.687086"
"Converted array into csv","2021-01-25 10:38:36.687086","1611567516.687086"
"Converted array into csv","2021-01-25 10:38:36.687086","1611567516.687086"
"Converted array into csv","2021-01-25 10:38:36.687086","1611567516.687086"
"Writed outputs","2021-01-25 10:38:36.687086","1611567516.687086"
"End","2021-01-25 10:38:36.687086","1611567516.687086"
"Start","2021-01-25 10:40:35.932162","1611567635.9332"
"Log inizialized","2021-01-25 10:40:35.932162","1611567635.9332"
"Readed configuration file","2021-01-25 10:40:35.932162","1611567635.9332"
"Converted csv into array","2021-01-25 10:40:35.932162","1611567635.9332"
"Converted csv into array","2021-01-25 10:40:35.932162","1611567635.9332"
"Readed input file","2021-01-25 10:40:35.932162","1611567635.9332"
"Getted all position where delete","2021-01-25 10:40:35.932162","1611567635.9332"
"Secret header elaborated","2021-01-25 10:40:35.932162","1611567635.9332"
"Secret body elaborated","2021-01-25 10:40:35.932162","1611567635.9332"
"Secret elaborated","2021-01-25 10:40:35.932162","1611567635.9332"
"Converted array into csv","2021-01-25 10:40:35.932162","1611567635.9332"
"Converted array into csv","2021-01-25 10:40:35.932162","1611567635.9332"
"Converted array into csv","2021-01-25 10:40:35.932162","1611567635.9332"
"Converted array into csv","2021-01-25 10:40:35.932162","1611567635.9332"
"Writed outputs","2021-01-25 10:40:35.932162","1611567635.9332"
"End","2021-01-25 10:40:35.932162","1611567635.9332"
"Start","2021-01-25 10:44:38.757533","1611567878.758232"
"Log inizialized","2021-01-25 10:44:38.757533","1611567878.758232"
"Readed configuration file","2021-01-25 10:44:38.757533","1611567878.758232"
"Converted csv into array","2021-01-25 10:44:38.757533","1611567878.758232"
"Converted csv into array","2021-01-25 10:44:38.757533","1611567878.758232"
"Readed input file","2021-01-25 10:44:38.757533","1611567878.758232"
"Getted all position where delete","2021-01-25 10:44:38.757533","1611567878.758232"
"Secret header elaborated","2021-01-25 10:44:38.757533","1611567878.758232"
"Secret body elaborated","2021-01-25 10:44:38.757533","1611567878.758232"
"Secret elaborated","2021-01-25 10:44:38.757533","1611567878.758232"
"Converted array into csv","2021-01-25 10:44:38.757533","1611567878.758232"
"Converted array into csv","2021-01-25 10:44:38.757533","1611567878.758232"
"Converted array into csv","2021-01-25 10:44:38.757533","1611567878.758232"
"Converted array into csv","2021-01-25 10:44:38.757533","1611567878.758232"
"Writed outputs","2021-01-25 10:44:38.757533","1611567878.758232"
"End","2021-01-25 10:44:38.757533","1611567878.758232"
"Start","2021-01-25 10:44:53.989078","1611567893.989078"
"Log inizialized","2021-01-25 10:44:53.989078","1611567893.989078"
"Readed configuration file","2021-01-25 10:44:53.989078","1611567893.989078"
"Converted csv into array","2021-01-25 10:44:53.989078","1611567893.989078"
"Converted csv into array","2021-01-25 10:44:53.989078","1611567893.989078"
"Readed input file","2021-01-25 10:44:53.989078","1611567893.989078"
"Getted all position where delete","2021-01-25 10:44:53.989078","1611567893.989078"
"Secret header elaborated","2021-01-25 10:44:53.989078","1611567893.989078"
"Secret body elaborated","2021-01-25 10:44:53.989078","1611567893.989078"
"Secret elaborated","2021-01-25 10:44:53.989078","1611567893.989078"
"Converted array into csv","2021-01-25 10:44:53.989078","1611567893.989078"
"Converted array into csv","2021-01-25 10:44:53.989078","1611567893.989078"
"Converted array into csv","2021-01-25 10:44:53.989078","1611567893.989078"
"Converted array into csv","2021-01-25 10:44:53.989078","1611567893.989078"
"Writed outputs","2021-01-25 10:44:53.989078","1611567893.989078"
"End","2021-01-25 10:44:53.989078","1611567893.989078"
"Start","2021-01-25 10:45:16.010066","1611567916.010066"
"Log inizialized","2021-01-25 10:45:16.010066","1611567916.010066"
"Readed configuration file","2021-01-25 10:45:16.010066","1611567916.010066"
"Converted csv into array","2021-01-25 10:45:16.010066","1611567916.010066"
"Converted csv into array","2021-01-25 10:45:16.010066","1611567916.010066"
"Readed input file","2021-01-25 10:45:16.010066","1611567916.010066"
"Getted all position where delete","2021-01-25 10:45:16.010066","1611567916.010066"
"Secret header elaborated","2021-01-25 10:45:16.010066","1611567916.010066"
"Secret body elaborated","2021-01-25 10:45:16.010066","1611567916.010066"
"Secret elaborated","2021-01-25 10:45:16.010066","1611567916.010066"
"Converted array into csv","2021-01-25 10:45:16.010066","1611567916.010066"
"Converted array into csv","2021-01-25 10:45:16.010066","1611567916.010066"
"Converted array into csv","2021-01-25 10:45:16.010066","1611567916.010066"
"Converted array into csv","2021-01-25 10:45:16.010066","1611567916.010066"
"Writed outputs","2021-01-25 10:45:16.010066","1611567916.010066"
"End","2021-01-25 10:45:16.010066","1611567916.010066"
"Start","2021-01-25 10:50:26.775524","1611568226.775524"
"Log inizialized","2021-01-25 10:50:26.775524","1611568226.775524"
"Readed configuration file","2021-01-25 10:50:26.775524","1611568226.775524"
"Start","2021-01-25 10:50:44.642774","1611568244.642774"
"Log inizialized","2021-01-25 10:50:44.642774","1611568244.642774"
"Readed configuration file","2021-01-25 10:50:44.642774","1611568244.642774"
"Start","2021-01-25 10:52:17.883650","1611568337.88365"
"Log inizialized","2021-01-25 10:52:17.883650","1611568337.88365"
"Readed configuration file","2021-01-25 10:52:17.883650","1611568337.88365"
"Converted csv into array","2021-01-25 10:52:17.883650","1611568337.88365"
"Converted csv into array","2021-01-25 10:52:17.883650","1611568337.88365"
"Readed input file","2021-01-25 10:52:17.883650","1611568337.88365"
"Getted all position where delete","2021-01-25 10:52:17.883650","1611568337.88365"
"Secret header elaborated","2021-01-25 10:52:17.883650","1611568337.88365"
"Secret body elaborated","2021-01-25 10:52:17.883650","1611568337.88365"
"Secret elaborated","2021-01-25 10:52:17.883650","1611568337.88365"
"Converted array into csv","2021-01-25 10:52:17.883650","1611568337.88365"
"Converted array into csv","2021-01-25 10:52:17.883650","1611568337.88365"
"Converted array into csv","2021-01-25 10:52:17.883650","1611568337.88365"
"Converted array into csv","2021-01-25 10:52:17.883650","1611568337.88365"
"Writed outputs","2021-01-25 10:52:17.883650","1611568337.88365"
"End","2021-01-25 10:52:17.883650","1611568337.88365"
"Start","2021-01-25 10:53:16.281912","1611568396.281912"
"Log inizialized","2021-01-25 10:53:16.281912","1611568396.281912"
"Readed configuration file","2021-01-25 10:53:16.281912","1611568396.281912"
