#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"Hostname","ClientId","IPAddress"
"WKS0990.marconi.edu","54-ee-75-dd-2d-bb","172.16.3.222"
"WKS0991.marconi.edu","74-2b-62-ed-5f-33","172.16.3.223"
"WKS0992.marconi.edu","74-2b-62-ec-fa-f8","172.16.3.224"
"WKS0994.marconi.edu","e8-6a-64-b5-56-fd","172.16.3.226"
"WKS0995.marconi.edu","a0-66-10-09-df-eb","172.16.3.227"
"WKS0996.marconi.edu","5c-9a-d8-6a-1b-22","172.16.3.228"
"WKS0997.marconi.edu","a0-66-10-09-e1-39","172.16.3.229"
"WKS0999.marconi.edu","54-ee-75-e9-8e-c5","172.16.3.231"
"WKS1000.marconi.edu","a0-66-10-09-df-73","172.16.3.232"
"WKS1002.marconi.edu","a0-66-10-09-e2-57","172.16.3.234"
"WKS1004.marconi.edu","a0-66-10-09-e2-5e","172.16.3.236"
"WKS1005.marconi.edu","a0-66-10-09-e2-a1","172.16.3.237"
"WKS1006.marconi.edu","a0-66-10-09-e2-6f","172.16.3.238"
"WKS1007.marconi.edu","a0-66-10-09-e1-da","172.16.3.239"
"WKS1008.marconi.edu","a0-66-10-09-e1-f6","172.16.3.240"
"WKS1009.marconi.edu","a0-66-10-09-e1-58","172.16.3.241"
"WKS1010.marconi.edu","a0-66-10-09-e0-55","172.16.3.242"
"WKS1012.marconi.edu","e8-6a-64-b9-b3-31","172.16.3.244"
"WKS1013.marconi.edu","a0-66-10-09-e2-aa","172.16.3.245"
"WKS1014.marconi.edu","a0-66-10-09-e2-84","172.16.3.246"
"WKS1015.marconi.edu","a0-66-10-09-e1-c0","172.16.3.247"
"WKS1016.marconi.edu","a0-66-10-09-e3-15","172.16.3.248"
"WKS1017.marconi.edu","a0-66-10-09-df-21","172.16.3.249"
"WKS1018.marconi.edu","48-2a-e3-1b-1b-4c","172.16.3.250"
"WKS1019.marconi.edu","a0-66-10-09-e2-d9","172.16.3.251"
"WKS1020.marconi.edu","a0-66-10-09-de-e5","172.16.3.252"
"WKS1021.marconi.edu","a0-66-10-09-e1-72","172.16.3.253"
"WKS1022.marconi.edu","a0-66-10-09-e1-a5","172.16.3.254"
"WKS1026.marconi.edu","a0-66-10-09-e0-9a","172.16.4.2"
"WKS1027.marconi.edu","a0-66-10-09-e0-dd","172.16.4.3"
"WKS1028.marconi.edu","54-ee-75-e9-c7-fe","172.16.4.4"
"WKS1030.marconi.edu","a0-66-10-09-e2-c2","172.16.4.6"
"WKS1031.marconi.edu","74-2b-62-f3-fe-d8","172.16.4.7"
"WKS1033.marconi.edu","74-2b-62-f3-f2-f9","172.16.4.9"
"WKS1034.marconi.edu","d8-c4-97-2c-34-f8","172.16.4.10"
"WKS1035.marconi.edu","54-ee-75-e9-90-a9","172.16.4.11"
"WKS1038.marconi.edu","a0-66-10-b6-c9-ab","172.16.4.14"
"WKS1039.marconi.edu","74-2b-62-f4-27-8f","172.16.4.15"
"WKS1043.marconi.edu","e8-6a-64-b9-b1-69","172.16.4.19"
"WKS1044.marconi.edu","a0-66-10-09-e0-4b","172.16.4.20"
"WKS1045.marconi.edu","74-2b-62-f4-27-f9","172.16.4.21"
"WKS1046.marconi.edu","e0-18-77-ca-9a-a6","172.16.4.22"
"WKS1047.marconi.edu","48-2a-e3-0f-9f-ad","172.16.4.23"
"WKS1048.marconi.edu","e0-18-77-c0-db-a4","172.16.4.24"
"WKS1049.marconi.edu","a0-66-10-09-e0-b2","172.16.4.25"
"WKS1053.marconi.edu","74-2b-62-f3-f2-da","172.16.4.29"
"WKS1054.marconi.edu","74-2b-62-f3-db-88","172.16.4.30"
"WKS1055.marconi.edu","a0-66-10-09-e0-f3","172.16.4.31"
"WKS1056.marconi.edu","38-af-d7-a9-66-fb","172.16.4.32"
"WKS1057.marconi.edu","74-2b-62-f3-fd-d2","172.16.4.33"
"WKS1059.marconi.edu","e8-6a-64-b9-b8-ea","172.16.4.35"
"WKS1060.marconi.edu","a0-66-10-09-df-46","172.16.4.36"
"WKS1061.marconi.edu","74-2b-62-f4-28-05","172.16.4.37"
"WKS1062.marconi.edu","a0-66-10-09-de-b3","172.16.4.38"
"WKS1065.marconi.edu","74-2b-62-ec-f7-77","172.16.4.41"
"WKS1066.marconi.edu","a0-66-10-b6-cd-fe","172.16.4.42"
"MAC1067.marconi.edu","00-24-32-19-60-e9","172.16.4.43"
"WKS0828.marconi.edu","a0-66-10-09-de-b9","172.16.4.46"
"WKS1071.marconi.edu","54-ee-75-ec-e4-df","172.16.4.47"
"WKS1074.marconi.edu","54-ee-75-e9-8b-f3","172.16.4.50"
"WKS1077.marconi.edu","74-2b-62-f4-28-0c","172.16.4.53"
"WKS1078.marconi.edu","54-ee-75-e9-8d-6b","172.16.4.54"
"WKS1084.marconi.edu","74-2b-62-f4-01-bc","172.16.4.60"
"WKS1085.marconi.edu","74-2b-62-f4-02-5d","172.16.4.61"
"WKS1087.marconi.edu","a0-66-10-09-de-e4","172.16.4.63"
"WKS1088.marconi.edu","a0-66-10-09-df-7a","172.16.4.64"
"WKS1092.marconi.edu","74-2b-62-f4-13-81","172.16.4.68"
"WKS1093.marconi.edu","a0-66-10-09-e2-4a","172.16.4.69"
"WKS1095.marconi.edu","74-2b-62-f4-25-d0","172.16.4.71"
"WKS1096.marconi.edu","90-1b-0e-b6-bd-e1","172.16.4.72"
"WKS1097.marconi.edu","90-1b-0e-b6-ba-88","172.16.4.73"
"WKS1098.marconi.edu","54-ee-75-e9-8e-d1","172.16.4.74"
"WKS1099.marconi.edu","54-ee-75-eb-6f-e4","172.16.4.75"
"WKS1101.marconi.edu","e8-6a-64-b5-56-b2","172.16.4.77"
"WKS1102.marconi.edu","a0-66-10-09-e1-f4","172.16.4.78"
"WKS1103.marconi.edu","a0-66-10-09-e2-38","172.16.4.79"
"WKS1105.marconi.edu","74-2b-62-f3-f8-00","172.16.4.81"
"WKS1111.marconi.edu","a0-66-10-09-df-09","172.16.4.87"
"WKS1112.marconi.edu","54-ee-75-dd-2d-91","172.16.4.88"
"WKS1114.marconi.edu","a0-66-10-09-e1-3f","172.16.4.90"
"WKS1117.marconi.edu","e8-6a-64-b5-56-9c","172.16.4.93"
"WKS1118.marconi.edu","a0-66-10-09-e3-18","172.16.4.94"
"WKS1119.marconi.edu","a0-66-10-09-df-f8","172.16.4.95"
"WKS1120.marconi.edu","a0-66-10-09-e0-c3","172.16.4.96"
"WKS1121.marconi.edu","e8-6a-64-b9-b0-9e","172.16.4.97"
"WKS1124.marconi.edu","e8-6a-64-b9-b4-48","172.16.4.100"
"WKS1125.marconi.edu","74-2b-62-ed-43-0f","172.16.4.101"
"WKS1126.marconi.edu","a0-66-10-09-e1-cb","172.16.4.102"
"WKS1131.marconi.edu","a0-66-10-09-e2-b1","172.16.4.107"
"W2GO-248.marconi.edu","a0-66-10-09-df-54","172.16.4.108"
"WKS1135.marconi.edu","a0-66-10-09-df-d4","172.16.4.111"
"WKS1136.marconi.edu","e8-6a-64-b5-56-f7","172.16.4.112"
"WKS1143.marconi.edu","a0-66-10-09-e0-a5","172.16.4.119"
"WKS1144.marconi.edu","74-2b-62-ed-43-11","172.16.4.120"
"WKS1145.marconi.edu","a0-66-10-09-e0-94","172.16.4.121"
"WKS1147.marconi.edu","74-2b-62-ed-45-9c","172.16.4.123"
"WKS1148.marconi.edu","a0-66-10-09-e3-0c","172.16.4.124"
"WKS1149.marconi.edu","a0-66-10-09-e2-28","172.16.4.125"
"WKS1151.marconi.edu","a0-66-10-09-e2-0c","172.16.4.127"
"WKS1152.marconi.edu","a0-66-10-09-e2-e5","172.16.4.128"
"WKS1153.marconi.edu","e0-18-77-c1-25-c3","172.16.4.129"
"WKS1154.marconi.edu","a0-66-10-09-e2-ec","172.16.4.130"
"WKS1157.marconi.edu","a0-66-10-09-e1-2e","172.16.4.133"
"WKS1158.marconi.edu","a0-66-10-09-e2-cb","172.16.4.134"
"WKS1163.marconi.edu","a0-66-10-09-e3-21","172.16.4.139"
"WKS1166.marconi.edu","a0-66-10-09-e0-66","172.16.4.142"
"WKS1167.marconi.edu","a0-66-10-09-df-29","172.16.4.143"
"WKS1168.marconi.edu","a0-66-10-09-df-a0","172.16.4.144"
"WKS1169.marconi.edu","74-2b-62-f4-13-f5","172.16.4.145"
"WKS1170.marconi.edu","e8-6a-64-b9-af-76","172.16.4.146"
"WKS1171.marconi.edu","e8-6a-64-b5-6a-33","172.16.4.147"
"WKS1172.marconi.edu","e8-6a-64-b5-62-b3","172.16.4.148"
"WKS1173.marconi.edu","e8-6a-64-b5-59-58","172.16.4.149"
"WKS1174.marconi.edu","e8-6a-64-b5-64-77","172.16.4.150"
"WKS1175.marconi.edu","e8-6a-64-b5-66-3b","172.16.4.151"
"WKS1176.marconi.edu","e8-6a-64-aa-f1-6a","172.16.4.152"
"WKS1177.marconi.edu","e8-6a-64-aa-ef-33","172.16.4.153"
"WKS1178.marconi.edu","e8-6a-64-b5-68-ab","172.16.4.154"
"WKS1179.marconi.edu","e8-6a-64-b5-62-74","172.16.4.155"
"WKS1180.marconi.edu","e8-6a-64-b9-b1-a1","172.16.4.156"
"WKS1181.marconi.edu","e8-6a-64-aa-f2-b0","172.16.4.157"
"WKS1182.marconi.edu","e8-6a-64-b5-56-c8","172.16.4.158"
"WKS1183.marconi.edu","e8-6a-64-b9-b3-42","172.16.4.159"
"WKS1184.marconi.edu","e8-6a-64-b5-66-bc","172.16.4.160"
"WKS1186.marconi.edu","74-2b-62-f3-f2-c2","172.16.4.162"
"WKS1187.marconi.edu","e8-6a-64-b9-b8-a9","172.16.4.163"
"WKS1189.marconi.edu","e8-6a-64-b9-ba-0a","172.16.4.165"
"WKS1191.marconi.edu","e8-6a-64-b9-b8-82","172.16.4.167"
"WKS1192.marconi.edu","e8-6a-64-b5-64-49","172.16.4.168"
"WKS1193.marconi.edu","e8-6a-64-b6-da-21","172.16.4.169"
"WKS1195.marconi.edu","e8-6a-64-b5-5d-87","172.16.4.171"
"WKS1196.marconi.edu","e8-6a-64-b5-62-3b","172.16.4.172"
"WKS1198.marconi.edu","e8-6a-64-b9-b8-93","172.16.4.174"
"WKS1199.marconi.edu","e8-6a-64-b9-b9-93","172.16.4.175"
"WKS1200.marconi.edu","e8-6a-64-b9-b0-7f","172.16.4.176"
"WKS1201.marconi.edu","a0-66-10-09-e1-49","172.16.4.177"
"WKS1202.marconi.edu","e8-6a-64-b9-b7-87","172.16.4.178"
"WKS1203.marconi.edu","e8-6a-64-b9-b2-f3","172.16.4.179"
"WKS1204.marconi.edu","e8-6a-64-b9-b1-7a","172.16.4.180"
"WKS1205.marconi.edu","e8-6a-64-b9-ba-da","172.16.4.181"
"WKS1206.marconi.edu","e8-6a-64-b9-b9-be","172.16.4.182"
"WKS1207.marconi.edu","e8-6a-64-b5-61-06","172.16.4.183"
"WKS1208.marconi.edu","e8-6a-64-b5-56-24","172.16.4.184"
"WKS1209.marconi.edu","e8-6a-64-b9-b0-94","172.16.4.185"
"WKS1210.marconi.edu","e8-6a-64-b9-b3-f2","172.16.4.186"
"WKS1211.marconi.edu","e8-6a-64-b9-b5-cb","172.16.4.187"
"WKS1212.marconi.edu","e8-6a-64-b9-b1-d1","172.16.4.188"
"WKS1213.marconi.edu","e8-6a-64-b9-b6-30","172.16.4.189"
"WKS1214.marconi.edu","e8-6a-64-b5-62-1e","172.16.4.190"
"WKS1215.marconi.edu","e8-6a-64-b9-b5-40","172.16.4.191"
"WKS1216.marconi.edu","e8-6a-64-b6-d9-de","172.16.4.192"
"WKS1217.marconi.edu","e8-6a-64-b9-b4-5f","172.16.4.193"
"WKS1218.marconi.edu","e8-6a-64-b9-b0-7b","172.16.4.194"
"WKS1219.marconi.edu","e8-6a-64-b5-5e-4e","172.16.4.195"
"WKS1220.marconi.edu","e8-6a-64-b5-66-6a","172.16.4.196"
"WKS1221.marconi.edu","e8-6a-64-aa-f0-9c","172.16.4.197"
"WKS1222.marconi.edu","e8-6a-64-aa-f1-48","172.16.4.198"
"WKS1223.marconi.edu","e8-6a-64-aa-f2-c0","172.16.4.199"
"WKS1224.marconi.edu","e8-6a-64-aa-f2-5d","172.16.4.200"
"WKS1233.marconi.edu","e8-6a-64-aa-f2-cc","172.16.4.209"
"WKS1234.marconi.edu","e8-6a-64-aa-f3-c9","172.16.4.210"
"WKS1241.marconi.edu","e8-6a-64-b9-ae-32","172.16.4.217"
"WKS1242.marconi.edu","e8-6a-64-b9-b0-6d","172.16.4.218"
"WKS1243.marconi.edu","e8-6a-64-b9-af-2c","172.16.4.219"
"WKS1244.marconi.edu","e8-6a-64-aa-ee-f2","172.16.4.220"
"WKS1246.marconi.edu","e8-6a-64-aa-f2-ad","172.16.4.222"
"WKS1247.marconi.edu","e8-6a-64-b9-b9-c6","172.16.4.223"
"WKS1248.marconi.edu","e8-6a-64-b9-ae-e4","172.16.4.224"
"WKS1249.marconi.edu","e8-6a-64-aa-f2-8a","172.16.4.225"
"WKS1800.marconi.edu","08-00-27-61-36-c5","172.16.7.8"
