PCname,User,Category,Type,CategoryString,EventCode,EventIdentifier,EventType,Logfile,RecordNumber,Date_local,Date_universal_microsecond
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47121","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47118","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47117","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47114","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47113","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47110","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47109","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47106","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47105","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47102","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47101","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47098","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47097","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47094","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47093","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47090","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47089","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47086","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47085","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47082","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47081","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47078","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47077","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47074","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47073","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47070","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47069","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47066","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47065","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47062","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47061","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47058","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47057","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47054","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47053","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47050","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47049","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47046","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47045","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47042","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47041","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47038","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47037","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47034","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47033","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47030","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47029","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47026","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47025","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47022","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47021","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1005","-1073740819","1","Application","47018","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","100","Error","Application Crashing Events","1000","1000","1","Application","47017","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46992","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46991","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46990","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46989","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46988","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46987","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46986","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46985","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46984","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46983","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46982","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46981","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","1","Error","Gestore virtualizzazione client","100","1073741924","1","Application","46912","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46880","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46879","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46878","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46876","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46875","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46874","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46873","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46872","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46818","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46817","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46816","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46815","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46814","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46813","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46812","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46811","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46810","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46809","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46808","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46807","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46806","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46805","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46804","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46803","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46802","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46801","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46800","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46799","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46798","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46797","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46796","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46795","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46794","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46793","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46792","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46791","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46790","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46789","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46788","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46787","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46786","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46785","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46784","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46783","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46782","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46781","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46780","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46779","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46778","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46777","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46776","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46775","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46774","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46773","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46772","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46771","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46770","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46769","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46768","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46767","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46766","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46765","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46764","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46763","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46762","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46761","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46760","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46759","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46758","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46757","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46756","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46755","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46754","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46753","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46752","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46751","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46750","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46749","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46748","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46747","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46746","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46745","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46744","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46743","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46742","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46741","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46740","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46739","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46738","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46737","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46736","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46735","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46734","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46733","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46732","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46731","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46716","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46715","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46714","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46713","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46712","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46711","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46710","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46709","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46708","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46707","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46706","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46705","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46704","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46703","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46702","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46701","2020-12-12 20:43:54.948285","1607802234.948285"
"localhost","None","0","Error","None","100","100","1","Application","46700","2020-12-12 20:43:54.948285","1607802234.948285"
"My PC","DAVIDECASTELLAN\Davide Castellani","0","Error","None","2004","2004","1","Application","79656","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","101","Error","None","1002","1002","1","Application","79626","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","1","Error","Gestore virtualizzazione client","100","1073741924","1","Application","79620","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","13","13","1","Application","79555","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","1","Error","Gestore virtualizzazione client","100","1073741924","1","Application","79407","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","8193","8193","1","Application","79286","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","13","13","1","Application","79285","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79236","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79235","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79234","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79233","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79232","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79231","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79229","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79228","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79227","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79226","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79225","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79224","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79223","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79222","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79176","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79175","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79174","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79173","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79172","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79171","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79170","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79169","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79168","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79167","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79166","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79165","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79088","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79087","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79086","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79085","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79084","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79083","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79082","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79081","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79080","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79079","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79078","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79077","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79076","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79075","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79074","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79073","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79072","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79071","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79070","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79069","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79068","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79067","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79066","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79065","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79064","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79063","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79062","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79061","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79060","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79059","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79058","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79057","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79056","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79055","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79054","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79053","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79052","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79051","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79050","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79049","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79048","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79047","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79046","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79045","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79044","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79043","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79042","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79041","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","None","0","Error","None","100","100","1","Application","79040","2020-12-12 20:52:57.426928","1607802777.426928"
