"1610470369";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69875265536";"B0FD6464"
"1610470409";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69875134464";"B0FD6464"
"1610470419";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69875134464";"B0FD6464"
"1610470443";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69875036160";"B0FD6464"
"1610473378";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69859606528";"B0FD6464"
"1610473389";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69859278848";"B0FD6464"
"1610473398";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69859266560";"B0FD6464"
"1610473405";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69859266560";"B0FD6464"
"1610473412";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69859262464";"B0FD6464"
"1610473414";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69859262464";"B0FD6464"
"1610473420";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"69859262464";"B0FD6464"
"1611165302";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"189000863744";"B0FD6464"
"1611227935";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"188765077504";"B0FD6464"
"1611228068";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"188766261248";"B0FD6464"
"1611299541";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"182994341888";"B0FD6464"
"1611521505";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"184004030464";"B0FD6464"
"1611521590";"localhost";"C:";"NTFS";"3";"Windows";"511259439104";"184784039936";"B0FD6464"
